vintage_name|wine_name|year|region|bodega|varietal_name|grape_varieties|price|acidity|intensity|sweetness|tannin|wine_ratings_count|wine_ratings_average|red/white|grape_count|communidad
Quinta de Couselo Turonia Albariño 2022|Turonia Albariño|2022|Rías Baixas|Quinta de Couselo|Albariño|Albariño|14.9|3.7228668|1.8168067|1.507979||4123|4.0|w|1|Galicia
Casal de Armán Ribeiro 7 Cupos Blanc 2023|Ribeiro 7 Cupos Blanc|2023|Ribeiro|Casal de Armán|White|Treixadura|10.3|3.2564104|3.4827886|1.5645514||3910|4.0|w|1|Galicia
Parés Baltà Penedès Parellada Honeymoon 2023|Penedès Parellada Honeymoon|2023|Penedès|Parés Baltà|White|Parellada|10.25|2.7703333|3.1452081|1.685625||3902|4.0|w|1|Catalunya
Caraballas Verdejo Organic 2023|Verdejo Organic|2023|Castilla y León|Caraballas|Verdejo|Verdejo|12.9|3.238154|2.5307624|2.388746||3458|4.0|w|1|Castilla y Leon
Allende Rioja Blanco 2020|Rioja Blanco|2020|Rioja|Allende|Rioja White|Viura|23.0|3.2084563|4.308059|2.0113714||3381|4.0|w|1|La Rioja
Venus la Universal Dido Macabeu - Garnatxa - Cartoixa 2022|Dido Macabeu - Garnatxa - Cartoixa|2022|Montsant|Venus la Universal|White|Macabeu, Garnacha Blanca, Cartoixa(Garnacha Gris)|20.65|3.4744284|3.761857|1.4559525||3073|4.0|w|3|Catalunya
Casa Rojo The Orange Republic 2022|The Orange Republic|2022|Murcia|Casa Rojo|Godello|Godello|17.1|4.0|3.0|1.0||2907|4.0|w|1|Murcia
Oxer Wines Marko Gure Arbasoak 2023|Marko Gure Arbasoak|2023|Bizkaiko Txakolina|Oxer Wines|Txakoli|Petit Manseng, Petit Courbu, Folle Blanche, Hondarrabi Zuri, Gros Manseng, Hondarrabi Beltza|22.3|3.5450191|3.0539923|1.62327||2648|4.0|w|6|Pais Vasco
Pinord Penedès Gewürztraminer - Muscat Mireia 2023|Penedès Gewürztraminer - Muscat Mireia|2023|Penedès|Pinord|White|Gewürztraminer, Muscat, Sauvignon blanc|9.03|2.8855355|3.021488|1.5931547||2617|4.0|w|3|Catalunya
Volver Tarima Mediterráneo 2023|Tarima Mediterráneo|2023|Alicante|Volver|White|Moscatel, Merseguera|6.65|3.0233195|2.892282|1.7443985||2495|4.0|w|2|Valencia
Pazo Casanova Finca Viñoa Blanco 2023|Finca Viñoa Blanco|2023|Ribeiro|Pazo Casanova|White|Treixadura, Albariño, Godello, Loureiro|13.75|3.3465772|3.0113394|1.3825299||2475|4.0|w|4|Galicia
Menade Sauvignon Blanc 2023|Sauvignon Blanc|2023|Castilla y León|Menade|Sauvignon Blanc|Sauvignon Blanc|9.15|3.9400203|3.0380857|1.4918945||2449|4.0|w|1|Castilla y Leon
Palacio de Bornos La Caprichosa Verdejo 2023|La Caprichosa Verdejo|2023|Rueda|Palacio de Bornos|Verdejo|Verdejo|7.99|3.3909583|2.561405|2.302748||2376|4.0|w|1|Castilla y Leon
El Castilla Viura - Chardonnay 2023|Viura - Chardonnay|2023|La Mancha|El Castilla|White|Viura, Chardonnay|8.95|2.8317347|3.257823|2.123027||2140|4.0|w|2|Castilla La Mancha
D. Mateos La Mateo Tempranillo Blanco 2022|La Mateo Tempranillo Blanco|2022|Rioja|D. Mateos|Rioja White|Viura|19.95|3.2992706|4.105061|1.9001532||2123|4.0|w|1|La Rioja
Hispano Suizas Impromptu Sauvignon Blanc 2023|Impromptu Sauvignon Blanc|2023|Utiel-Requena|Hispano Suizas|Sauvignon Blanc|Sauvignon Blanc|24.5|3.8875992|3.1208913|1.7140778||2107|4.0|w|1|Valencia
Bodegas Martín Códax Rías Baixas Albariño Organistrum 2021|Rías Baixas Albariño Organistrum|2021|Pontevedra|Bodegas Martín Códax|Albariño|Albariño|20.4|3.625821|2.21036|1.8516734||2100|4.0|w|1|Galicia
Loxarel Cora de Loxarel 2023|Cora de Loxarel|2023|Penedès|Loxarel|White|Moscatel, Xarel-lo|9.5|2.5627778|2.8868651|2.467976||2097|4.0|w|2|Catalunya
Azpilicueta Colección Privada Blanco 2022|Colección Privada Blanco|2022|Rioja|Azpilicueta|Rioja White|Viura|19.29|3.1211739|4.1732073|1.7133437||2029|4.0|w|1|La Rioja
Compañía de Vinos Tricó Albariño 2021|Albariño|2021|Rías Baixas|Compañía de Vinos Tricó|Albariño|Albariño|23.0|3.703772|1.8923883|1.5217983||1982|4.0|w|1|Galicia
Cota 45 UBE de Ubérrima  Miraflores 2023|UBE de Ubérrima  Miraflores|2023|Sanlúcar de Barrameda|Cota 45|White|Palomino|19.85|3.3746636|3.0265918|1.0190134||1971|4.0|w|1|Andalucia
Familia Torres Viña Esmeralda 2022|Viña Esmeralda|2022|Penedès|Familia Torres|White|Moscatel|8.95|2.9544249|3.0368736|2.3585622||52378|4.0|w|1|Catalunya
Casal de Armán Blanco 2023|Blanco|2023|Ribeiro|Casal de Armán|White|Treixadura, Godello, Albariñ|12.81|3.1913247|3.1435542|1.4556513||1851|4.0|w|3|Galicia
Avgvstvs Chardonnay 2023|Chardonnay|2023|Penedès|Avgvstvs|Chardonnay|Chardonnay|21.7|3.2502954|3.160055|1.3119344||1822|4.0|w|1|Catalunya
La Vizcaína La del Vivo (Lomas de Valtuille) 2022|La del Vivo (Lomas de Valtuille)|2022|Bierzo|La Vizcaína|White|Godello|22.9|3.0387409|3.8606782|1.0784019||1785|4.0|w|1|Castilla y Leon
Enate Chardonnay 234 2022|Chardonnay 234|2022|Somontano|Enate|Chardonnay|Chardonnay|9.9|3.1645854|3.1246607|1.7366805||18399|3.9|w|1|Aragon
Luis A. Rodriguez Vazquez Viña de Martin Os Pasás Ribeiro 2021|Viña de Martin Os Pasás Ribeiro|2021|Ribeiro|Luis A. Rodriguez Vazquez|White|Treixadura, Albariño, Lado, Torrontés|24.9|3.2992592|3.0926986|1.047037||1368|4.0|w|4|Galicia
Antonio Montero Autor 2023|Autor|2023|Ourense|Antonio Montero|White|Treixadura, Torrontes, Loureira, Albariño|8.95|3.1813333|3.3539164|1.015||1349|4.0|w|4|Galicia
Bruno Murciano Las Blancas 2023|Las Blancas|2023|Utiel-Requena|Bruno Murciano|White|Malvasia, Macabeo, Moscatel, Meseguera|10.9|3.5377483|3.3022518|1.2107947||1331|4.0|w|4|Valencia
Txomin Etxaniz Txakoli 2022|Txakoli|2022|Getariako Txakolina|Txomin Etxaniz|Txakoli|Petit Manseng, Petit Courbu, Folle Blanche, Hondarrabi Zuri, Gros Manseng, Hondarrabi Beltza|11.65|4.908314|2.9032521|1.36616||13518|3.9|w|6|Pais Vasco
Micro Bio (MicroBio) Correcaminos Blanco 2023|Correcaminos Blanco|2023|Segovia|Micro Bio (MicroBio)|Verdejo|Verdejo|15.5|3.4165084|2.3019347|2.1464353||1304|4.0|w|1|Castilla y Leon
Habla Habla del Mar 2020|Habla del Mar|2020|Cáceres|Habla|White|Blend|19.5|3.2965596|3.1784406|1.0279357||1298|4.0|w|1|Extremadura
Gotas de Mar Godello 2023|Godello|2023|Ribeiro|Gotas de Mar|Godello|Godello|12.45|4.070588|2.877647|1.1670588||1282|4.0|w|1|Galicia
Zárate Balado Albariño 2022|Balado Albariño|2022|Rías Baixas|Zárate|Albariño|Albariño|39.0|3.7301114|2.088885|1.6580585||1235|4.0|w|1|Galicia
Zárate Balado Albariño 2023|Balado Albariño|2023|Rías Baixas|Zárate|Albariño|Albariño|39.0|3.7301114|2.088885|1.6580585||1235|4.0|w|1|Galicia
Bodegas Care Garnacha Blanca Nativa 2023|Garnacha Blanca Nativa|2023|Cariñena|Bodegas Care|White|Garnacha Blanca|7.95|3.0106957|3.2028697|1.0||1198|4.0|w|1|Aragon
Zárate Albariño 2021|Albariño|2021|Rías Baixas|Zárate|Albariño|Albariño|12.9|3.6709986|1.6684241|1.4932855||8056|3.9|w|1|Galicia
Clos Lentiscus Perill Blanc 2022|Perill Blanc|2022|Penedès|Clos Lentiscus|White|Xarel-lo|17.85|3.821145|2.8887022|1.3028245||1163|4.0|w|1|Catalunya
Edetària Selecció Blanca 2021|Selecció Blanca|2021|Terra Alta|Edetària|Grenache Blanc|Grenache Blanc|23.5|3.1741579|3.3568778|2.302411||1124|4.0|w|1|Catalunya
El Perro Verde Rueda 2021|Rueda|2021|Rueda|El Perro Verde|Verdejo|Verdejo|23.8|3.4155414|2.242405|2.281725||11900|3.9|w|1|Castilla y Leon
Ameztoi Primus Circumdedisti Me 2022|Primus Circumdedisti Me|2022|Getariako Txakolina|Ameztoi|Txakoli|Petit Manseng, Petit Courbu, Folle Blanche, Hondarrabi Zuri, Gros Manseng, Hondarrabi Beltza|13.25|4.866484|2.9444|1.2916||993|4.0|w|6|Pais Vasco
Tajinaste Blanco Afrutado 2023|Blanco Afrutado|2023|Valle de la Orotava|Tajinaste|White|Listan Blanco|16.9|4.4340506|2.1917088|2.4795568||986|4.0|w|1|Canarias
Bodegas Javier San Pedro Ortega Anahí 2023|Anahí|2023|Rioja|Bodegas Javier San Pedro Ortega|Rioja White|Viura|6.8|3.0979874|4.084875|3.1722615||955|4.0|w|1|La Rioja
Ossian Quintaluna 2019|Quintaluna|2019|Castilla y León|Ossian|Verdejo|Verdejo|14.9|3.2920673|2.4892826|2.1935153||6149|3.8|w|1|Castilla y Leon
Celler Frisach Vernatxa Blanca 2023|Vernatxa Blanca|2023|Terra Alta|Celler Frisach|Grenache Blanc|Grenache Blanc|16.65|3.1887221|3.1801944|2.2797778||952|4.0|w|1|Catalunya
Celler Frisach Vernatxa Blanca 2022|Vernatxa Blanca|2022|Terra Alta|Celler Frisach|Grenache Blanc|Grenache Blanc|18.85|3.1887221|3.1801944|2.2797778||952|4.0|w|1|Catalunya
Paco & Lola Prime Albariño Lias 2020|Prime Albariño Lias|2020|Rías Baixas|Paco & Lola|Albariño|Albariño|16.26|3.6422079|1.909077|1.8485748||938|4.0|w|1|Galicia
El Grifo Malvasía Coleccion Semidulce 2023|Malvasía Coleccion Semidulce|2023|Lanzarote|El Grifo|White|Malvasía|17.9|4.372727|2.0|1.7545453||888|4.0|w|1|Canarias
Paco & Lola No. 12 Albariño 2021|No. 12 Albariño|2021|Rías Baixas|Paco & Lola|Albariño|Albariño|10.9|3.5197368|1.9044801|2.2677598||2815|4.0|w|1|Galicia
De Moya Diego 2023|Diego|2023|Valencia|De Moya|White|Merseguera, Chardonnay|11.5|2.977619|3.1815238|1.5040952||874|4.0|w|2|Valencia
DaVide Albariño 2023|Albariño|2023|Rías Baixas|DaVide|Albariño|Albariño|22.8|3.7077096|2.0125926|1.6522819||862|4.0|w|1|Galicia
Nanclares y Prieto Nanclares Albariño 2022|Nanclares Albariño|2022|Rías Baixas|Nanclares y Prieto|Albariño|Albariño|28.75|3.8076134|1.8284185|1.5623509||833|4.0|w|1|Galicia
Lagar de Cervera Albariño 2022|Albariño|2022|Rías Baixas|Lagar de Cervera|Albariño|Albariño|15.06|3.6592875|1.6508856|1.5381356||12872|3.9|w|1|Galicia
Vinícola Real Cueva del Monge Blanco 2018|Cueva del Monge Blanco|2018|Rioja|Vinícola Real|Rioja White|Viura|20.6|3.0359473|4.084938|2.0108695||767|4.0|w|1|La Rioja
Vegalfaro Pago de los Balagueses Chardonnay 2022|Pago de los Balagueses Chardonnay|2022|Utiel-Requena|Vegalfaro|Chardonnay|Chardonnay|22.0|3.151277|3.0961142|1.3695109||692|4.0|w|1|Valencia
Cérvoles Blanc 2019|Blanc|2019|Costers del Segre|Cérvoles|White|Macabeo, Chardonnay|26.9|3.0|3.0|1.0||680|4.0|w|2|Catalunya
Cérvoles Blanc 2021|Blanc|2021|Costers del Segre|Cérvoles|White|Macabeo, Chardonnay|26.07|3.0|3.0|1.0||680|4.0|w|2|Catalunya
Bodega de Bardos Rueda Verdejo 2021|Rueda Verdejo|2021|Rueda|Bodega de Bardos|Verdejo|Verdejo|15.1|3.410706|2.4145687|2.216609||4607|4.0|w|1|Castilla y Leon
Cérvoles Blanc 2022|Blanc|2022|Costers del Segre|Cérvoles|White|Macabeo, Chardonnay|25.65|3.0|3.0|1.0||680|4.0|w|2|Catalunya
Pazo San Mauro Albariño 2022|Albariño|2022|Rías Baixas|Pazo San Mauro|Albariño|Albariño|17.95|3.734682|1.8196948|1.6283473||10583|3.9|w|1|Galicia
Forjas del Salnés Cos Pés Vinos Atlánticos 2022|Cos Pés Vinos Atlánticos|2022|Galicia|Forjas del Salnés|Albariño|Albariño|22.51|3.5167863|1.7086768|1.691049||651|4.0|w|1|Galicia
Olivardots Blanc de Gresa 2022|Blanc de Gresa|2022|Empordà|Olivardots|White|Garnacha Blanca, Garnacha Rosada/Gris, Cariñena Blanca|18.98|3.2648704|3.440829|1.6299483||641|4.0|w|3|Catalunya
Ossian Quintaluna 2020|Quintaluna|2020|Castilla y León|Ossian|Verdejo|Verdejo|14.56|3.2920673|2.4892826|2.1935153||6149|3.8|w|1|Castilla y Leon
Quinta de Couselo Turonia Albariño 2019|Turonia Albariño|2019|Rías Baixas|Quinta de Couselo|Albariño|Albariño|24.15|3.7228668|1.8168067|1.507979||4123|4.0|w|1|Galicia
Rioja Vega Colección Tempranillos Tempranillo Blanco 2023|Colección Tempranillos Tempranillo Blanco|2023|Rioja|Rioja Vega|Rioja White|Viura|14.95|3.2195146|4.3897223|1.977435||592|4.0|w|1|La Rioja
Can Matons Pansa Blanca 2023|Pansa Blanca|2023|Alella|Can Matons|White|Pansa Blanca|13.95|2.8906627|2.8694577|1.4204217||577|4.0|w|1|Catalunya
Habla Habla de Ti Sauvignon Blanc 2020|Habla de Ti Sauvignon Blanc|2020|Cáceres|Habla|Sauvignon Blanc|Sauvignon Blanc|22.5|3.927457|2.9823647|1.347814||5520|3.9|w|1|Extremadura
Pazos de Lusco Lusco Albariño 2022|Lusco Albariño|2022|Rías Baixas|Pazos de Lusco|Albariño|Albariño|16.27|3.6056423|1.9060656|1.6491205||4743|3.9|w|1|Galicia
Luis Cañas Vinas Viejas Blanco 2020|Vinas Viejas Blanco|2020|Rioja Alavesa|Luis Cañas|Rioja White|Viura|18.95|3.3550403|4.035696|1.7330897||2048|4.0|w|1|Pais Vasco
Quinta de Couselo Turonia Albariño 2021|Turonia Albariño|2021|Rías Baixas|Quinta de Couselo|Albariño|Albariño|25.24|3.7228668|1.8168067|1.507979||4123|4.0|w|1|Galicia
Bouza do Rei Albariño Rías Baixas 2022|Albariño Rías Baixas|2022|Rías Baixas|Bouza do Rei|Albariño|Albariño|10.95|3.775907|2.0164058|1.591053||7656|3.9|w|1|Galicia
La Perdida O Pando 2022|O Pando|2022|Valdeorras|La Perdida|Godello|Godello|18.9|4.0|3.0|1.0||532|4.0|w|1|Galicia
Clos de Lôm Malvasía 2022|Malvasía|2022|Valencia|Clos de Lôm|White|Malvasía|12.15|3.5524666|2.988067|1.7634001||530|4.0|w|1|Valencia
Luis Cañas Vinas Viejas Blanco 2021|Vinas Viejas Blanco|2021|Rioja Alavesa|Luis Cañas|Rioja White|Viura|12.45|3.3550403|4.035696|1.7330897||2048|4.0|w|1|Pais Vasco
Itsasmendi Artizar 2023|Artizar|2023|Bierzo|Itsasmendi|White|Hondarrabi Zuri, Hondarrabi Zuri Zerratie, Lore Makala (Riesling)|10.5|3.310606|3.3175757|1.1163636||521|4.0|w|3|Castilla y Leon
Bodegas Félix Lorenzo Cachazo Carrasviñas Fermentado en Barrica 2023|Carrasviñas Fermentado en Barrica|2023|Rueda|Bodegas Félix Lorenzo Cachazo|Verdejo|Verdejo|8.9|3.1826527|2.7159922|2.5264673||520|4.0|w|1|Castilla y Leon
Casa Rojo La Marimorena Albariño 2021|La Marimorena Albariño|2021|Murcia|Casa Rojo|Albariño|Albariño|18.06|3.6443202|1.6278871|1.4745215||6441|3.9|w|1|Murcia
Oxer Wines Marko Gure Arbasoak 2018|Marko Gure Arbasoak|2018|Bizkaiko Txakolina|Oxer Wines|Txakoli|Petit Manseng, Petit Courbu, Folle Blanche, Hondarrabi Zuri, Gros Manseng, Hondarrabi Beltza|18.9|3.5450191|3.0539923|1.62327||2648|4.0|w|6|Pais Vasco
Bodegas Mas Alta Artigas Blanco 2021|Artigas Blanco|2021|Priorat|Bodegas Mas Alta|White|Macabeo, Pedro Ximénez|24.9|3.3438652|4.370966|1.5598876||502|4.0|w|2|Catalunya
Bodegas Mas Alta Artigas Blanco 2020|Artigas Blanco|2020|Priorat|Bodegas Mas Alta|White|Macabeo, Pedro Ximénez|25.95|3.3438652|4.370966|1.5598876||502|4.0|w|2|Catalunya
Cota 45 UBE de Ubérrima Paganilla 2023|UBE de Ubérrima Paganilla|2023|Sanlúcar de Barrameda|Cota 45|White|Palomino|23.4|3.4698374|3.078699|1.0820324||496|4.0|w|1|Andalucia
Muscàndia Deliri Floral 2023|Deliri Floral|2023|Penedès|Muscàndia|White|Muscat, Sauvignon Blanc|9.95|3.300917|2.8341668|1.5498333||488|4.0|w|2|Catalunya
Península Vinicultores Vino Atlántico 2022|Vino Atlántico|2022|Bizkaiko Txakolina|Península Vinicultores|Txakoli|Petit Manseng, Petit Courbu, Folle Blanche, Hondarrabi Zuri, Gros Manseng, Hondarrabi Beltza|17.5|5.0|3.0|1.1419356||486|4.0|w|6|Pais Vasco
Bodegas La Rodetta AC 2023|AC|2023|Rioja|Bodegas La Rodetta|Rioja White|Viura|6.65|3.04722|4.3956017|3.070415||478|4.0|w|1|La Rioja
Santiago Roma Selección Albariño 2022|Selección Albariño|2022|Rías Baixas|Santiago Roma|Albariño|Albariño|19.95|3.5355394|1.94121|1.4880426||475|4.0|w|1|Galicia
Anima Mundi Gres 2023|Gres|2023|Penedès|Anima Mundi|White|Xarel-lo|12.3|3.242445|3.0612044|1.1751094||470|4.0|w|1|Catalunya
Mar de Frades Godello 2022|Godello|2022|Rías Baixas|Mar de Frades|Godello|Godello|20.17|3.718082|2.8043835|1.6895891||469|4.0|w|1|Galicia
Bodegas Martín Códax Anxo Martín Treixadura - Albariño - Godello 2022|Anxo Martín Treixadura - Albariño - Godello|2022|Pontevedra|Bodegas Martín Códax|White|Treixadura, Albariño, Godello|12.5|3.047|2.131519|2.2209115||468|4.0|w|3|Galicia
Parés Baltà Xarel-lo Amphora Roja 2022|Xarel-lo Amphora Roja|2022|Penedès|Parés Baltà|White|Xarel-lo|24.79|3.1452336|3.5499997|1.5||458|4.0|w|1|Catalunya
Oxer Wines Marko Gure Arbasoak 2020|Marko Gure Arbasoak|2020|Bizkaiko Txakolina|Oxer Wines|Txakoli|Petit Manseng, Petit Courbu, Folle Blanche, Hondarrabi Zuri, Gros Manseng, Hondarrabi Beltza|19.7|3.5450191|3.0539923|1.62327||2648|4.0|w|6|Pais Vasco
Menade Nosso Verdejo 2019|Nosso Verdejo|2019|Castilla y León|Menade|Verdejo|Verdejo|11.8|3.199502|2.4976325|2.3789618||3971|3.9|w|1|Castilla y Leon
Pazo San Mauro Sanamaro Sobre Lias 2021|Sanamaro Sobre Lias|2021|Rías Baixas|Pazo San Mauro|White|Albariño, Loureiro|35.27|3.0|3.0|1.0||433|4.0|w|2|Galicia
Manuel Formigo Teira X 2022|Teira X|2022|Ribeiro|Manuel Formigo|White|Albariño, Albillo Mayor, Loureira, Treixadura|19.5|3.9263933|2.63459|1.0665573||429|4.0|w|4|Galicia
Ysios Blanco 2022|Blanco|2022|Rioja|Ysios|Rioja White|Viura|37.8|3.4357102|4.111036|1.6582841||427|4.0|w|1|La Rioja
Bodega Ribas Sió Blanc 2023|Sió Blanc|2023|Mallorca|Bodega Ribas|White|Giró Ros, Viognier|24.5|2.8279998|3.6620002|1.162||427|4.0|w|2|Baleares
Bodegas Cosme Palacio Cosme Palacio 1894 Blanco 2019|Cosme Palacio 1894 Blanco|2019|Rioja|Bodegas Cosme Palacio|Rioja White|Viura|49.5|3.3488805|4.0438223|1.8598841||408|4.0|w|1|La Rioja
Bodegas Cosme Palacio Cosme Palacio 1894 Blanco 2014|Cosme Palacio 1894 Blanco|2014|Rioja|Bodegas Cosme Palacio|Rioja White|Viura|45.0|3.3488805|4.0438223|1.8598841||408|4.0|w|1|La Rioja
Tayaimgut Sauvignon Blanc 2018|Sauvignon Blanc|2018|Penedès|Tayaimgut|Sauvignon Blanc|Sauvignon Blanc|19.09|3.9120636|3.2403176|1.0311111||407|4.0|w|1|Catalunya
Albamar Ceibo Godello 2023|Ceibo Godello|2023|Valdeorras|Albamar|Godello|Godello|25.5|3.8405943|3.5|1.0181189||397|4.0|w|1|Galicia
Ramón Bilbao Límite Norte Reserva Tempranillo Blanco - Maturana Blanca 2017|Límite Norte Reserva Tempranillo Blanco - Maturana Blanca|2017|Rioja|Ramón Bilbao|Rioja White|Viura|24.33|3.4277647|4.0368257|1.7801788||716|4.0|w|1|La Rioja
Casa Rojo El Gordo del Circo Verdejo 2021|El Gordo del Circo Verdejo|2021|Murcia|Casa Rojo|Verdejo|Verdejo|18.2|3.3142717|2.2162995|2.2784636||5610|3.8|w|1|Murcia
Marina Alta Gran Selección Blanco 2022|Gran Selección Blanco|2022|Alicante|Marina Alta|White|Moscatel|4.95|3.0782454|2.6036057|1.9541827||10166|4.0|w|1|Valencia
Can Sumoi Xarel-Lo 2022|Xarel-Lo|2022|Penedès|Can Sumoi|White|Xarel-lo|15.05|3.1889124|2.800292|1.6014855||3047|3.9|w|1|Catalunya
Bodegas Pedro Escudero Finca Valdelagunde Cuveé Especial 2022|Finca Valdelagunde Cuveé Especial|2022|Castilla y León|Bodegas Pedro Escudero|Verdejo|Verdejo|9.99|3.2835815|2.4811852|2.465351||3687|4.1|w|1|Castilla y Leon
Laberinto de Cidonia Godello 2023|Godello|2023|Monterrei|Laberinto de Cidonia|Godello|Godello|10.6|4.0|2.7631578|1.0||375|4.0|w|1|Galicia
Albamar O Sebal 2022|O Sebal|2022|Rías Baixas|Albamar|Albariño|Albariño|18.15|3.4111845|2.6164186|2.0005372||366|4.0|w|1|Galicia
Caraballas Sauvignon Organic 2023|Sauvignon Organic|2023|Rueda|Caraballas|Sauvignon Blanc|Sauvignon Blanc|13.9|3.498626|2.891374|1.6932824||365|4.0|w|1|Castilla y Leon
Alvar de Dios Vagüera El Maderal 2021|Vagüera El Maderal|2021|Toro|Alvar de Dios|White|Albillo Mayor|23.75|2.8979747|3.1216457|1.3570886||363|4.0|w|1|Castilla y Leon
Domènech.Vidal Cultivare Xarel-lo 2020|Cultivare Xarel-lo|2020|Penedès|Domènech.Vidal|White|Xarel-lo|21.0|3.0|3.0|1.0||362|4.0|w|1|Catalunya
Grandes Pagos Gallegos Fraga do Corvo Godello 2019|Fraga do Corvo Godello|2019|Monterrei|Grandes Pagos Gallegos|Godello|Godello|25.41|3.3820002|3.1820002|1.6620002||2206|4.0|w|1|Galicia
Pagos de Valcerracín Selección Limitada Verdejo 2022|Selección Limitada Verdejo|2022|Rueda|Pagos de Valcerracín|Verdejo|Verdejo|9.1|3.4073713|2.5880573|1.7966286||341|4.0|w|1|Castilla y Leon
Cunqueiro Máis de Cunqueiro Godello 2022|Máis de Cunqueiro Godello|2022|Ribeiro|Cunqueiro|Godello|Godello|17.4|4.0|3.0|1.0||338|4.0|w|1|Galicia
Bodegas Martín Códax Rías Baixas Albariño Lias 2020|Rías Baixas Albariño Lias|2020|Pontevedra|Bodegas Martín Códax|Albariño|Albariño|22.0|3.7372458|1.914849|1.6291399||3726|3.9|w|1|Galicia
Oliver Viticultors 10.000 Hores Blanc Floral 2023|10.000 Hores Blanc Floral|2023|Penedès|Oliver Viticultors|White|Sauvignon Blanc, Moscatel|7.1|2.9585366|2.9682927|1.190244||322|4.0|w|2|Catalunya
Bodegas Amaren Barrel Fermented White 2018|Barrel Fermented White|2018|Rioja|Bodegas Amaren|Rioja White|Viura|14.6|3.2855198|4.3350554|1.8120521||1954|4.0|w|1|La Rioja
Oxer Wines Marko Loretxoa 2021|Marko Loretxoa|2021|Bizkaiko Txakolina|Oxer Wines|Txakoli|Petit Manseng, Petit Courbu, Folle Blanche, Hondarrabi Zuri, Gros Manseng, Hondarrabi Beltza|24.0|4.822979|3.0612338|1.0963405||292|4.0|w|6|Pais Vasco
Vinyes dels Aspres Xot Dels Aspres Blanc 2023|Xot Dels Aspres Blanc|2023|Empordà|Vinyes dels Aspres|White|Garnacha Blanca, Sauvignon Blanc y Picapoll|12.79|2.987865|3.375281|1.1326966||287|4.0|w|2|Catalunya
Familia Torres Fransola 2016|Fransola|2016|Penedès|Familia Torres|Sauvignon Blanc|Sauvignon Blanc|24.9|3.9148898|3.0304458|1.3263305||3519|4.0|w|1|Catalunya
Itsasmendi 7 2019|7|2019|País Vasco|Itsasmendi|White|Hondarrabi zurie zerratie, Hondarrabi zuri, Riesling|15.8|3.5658402|3.230165|1.529201||2324|3.9|w|3|Pais Vasco
Huguet de Can Feixes Blanc Selecció 2020|Blanc Selecció|2020|Penedès|Huguet de Can Feixes|White|Parellada, Macabeo, Chardonnay, Malvasia, Xarel-lo|24.28|3.2898962|3.5001729|1.3522491||3025|3.9|w|5|Catalunya
Mas Doix Murmuri 2021|Murmuri|2021|Priorat|Mas Doix|Grenache Blanc|Grenache Blanc|25.55|3.3957694|3.1776156|2.154125||1175|4.0|w|1|Catalunya
Lagar de Cervera Pazo de Seoane Rosal 2021|Pazo de Seoane Rosal|2021|Rías Baixas|Lagar de Cervera|White|Albariño, Caiño Blanco, Loureira, Treixadura|11.9|3.6126542|3.2403553|1.6882228||2360|3.7|w|4|Galicia
Ca N'Estella Gran Clot Dels Oms Xarel-lo 2021|Gran Clot Dels Oms Xarel-lo|2021|Penedès|Ca N'Estella|White|Xarel-lo|12.94|3.3714814|2.8803706|2.1522222||271|4.0|w|1|Catalunya
Foresta Xarel-lo 2021|Xarel-lo|2021|Catalunya|Foresta|White|Xarel-lo|22.61|3.0834482|3.2582757|1.0||263|4.0|w|1|Catalunya
Alegre Wines Mirlo Blanco 2023|Mirlo Blanco|2023|Rueda|Alegre Wines|Verdejo|Verdejo|14.5|3.01895|2.867533|2.4482415||263|4.0|w|1|Castilla y Leon
Raimat Turons de la Pleta 2021|Turons de la Pleta|2021|Costers del Segre|Raimat|Chardonnay|Chardonnay|15.75|3.2162452|3.0820816|1.5691022||263|4.0|w|1|Catalunya
Lafou Els Amelers Garnatxa Blanca 2019|Els Amelers Garnatxa Blanca|2019|Terra Alta|Lafou|Grenache Blanc|Grenache Blanc|30.2|3.3561268|3.034756|2.2171872||2761|3.9|w|1|Catalunya
Artífice Paraje Llanito Perera Listan Blanco 2020|Paraje Llanito Perera Listan Blanco|2020|Ycoden-Daute-Isora|Artífice|White|Listan Blanco|27.5|4.5283484|2.2380357|1.7826786||258|4.0|w|1|Canarias
Mas Doix Murmuri 2022|Murmuri|2022|Priorat|Mas Doix|Grenache Blanc|Grenache Blanc|22.55|3.3957694|3.1776156|2.154125||1175|4.0|w|1|Catalunya
Baron de Ley Tres Viñas Blanco Reserva 2019|Tres Viñas Blanco Reserva|2019|Rioja|Baron de Ley|Rioja White|Viura|14.44|3.2138474|4.401555|1.9278357||3510|4.1|w|1|La Rioja
Familia Torres Viña Esmeralda 2023|Viña Esmeralda|2023|Penedès|Familia Torres|White|Moscatel|7.45|2.9544249|3.0368736|2.3585622||52378|4.0|w|1|Catalunya
Venus la Universal Dido Macabeu - Garnatxa - Cartoixa 2021|Dido Macabeu - Garnatxa - Cartoixa|2021|Montsant|Venus la Universal|White|Macabeu, Garnacha Blanca, Cartoixa(Garnacha Gris)|20.9|3.4744284|3.761857|1.4559525||3073|4.0|w|3|Catalunya
Terroir Al Límit Soc. Lda Terra de Cuques 2021|Terra de Cuques|2021|Priorat|Terroir Al Límit Soc. Lda|White|Garnacha Blanca, Pedro Ximénez|33.4|3.2395875|3.2548454|1.103299||2791|4.1|w|2|Catalunya
