vintage_name|wine_name|year|region|bodega|varietal_name|grape_varieties|price|acidity|intensity|sweetness|tannin|wine_ratings_count|wine_ratings_average|red/white|grape_count|communidad
Espelt Lledoner Roig Blanc de Roig 2020|Lledoner Roig Blanc de Roig|2020|Empordà|Espelt|White|Garnacha Roja|24.74|3.2435088|3.3984213|1.2038597||247|4.0|w|1|Catalunya
Castillo de Maetierra Libalis Blanco 2020|Libalis Blanco|2020|Valles de Sadacia|Castillo de Maetierra|White|Moscatel, Viura, Malvasía|6.72|2.616946|2.6403594|1.8802395||1835|3.7|w|3|La Rioja
Bodega Sommos Colección Sauvignon Blanc 2022|Colección Sauvignon Blanc|2022|Somontano|Bodega Sommos|Sauvignon Blanc|Sauvignon Blanc|12.45|3.9691894|3.0727928|1.8447748||234|4.0|w|1|Aragon
Can Matons Pansa Blanca 2022|Pansa Blanca|2022|Alella|Can Matons|White|Pansa Blanca|12.3|2.8906627|2.8694577|1.4204217||577|4.0|w|1|Catalunya
Mas Geli Sense Pressa Blanco 2022|Sense Pressa Blanco|2022|Empordà|Mas Geli|Grenache Blanc|Grenache Blanc|16.5|3.0752745|3.0246153|2.1150548||232|4.0|w|1|Catalunya
Fernando González Godello Sobre Lias 2015|Godello Sobre Lias|2015|Valdeorras|Fernando González|Godello|Godello|14.91|4.0|3.0|1.0||231|4.0|w|1|Galicia
Agro de Bazán Granbazán Etiqueta Verde Albariño 2022|Granbazán Etiqueta Verde Albariño|2022|Rías Baixas|Agro de Bazán|Albariño|Albariño|12.8|3.744419|1.6782612|1.5438505||7756|3.9|w|1|Galicia
Viña Somoza Ededia Godello 2021|Ededia Godello|2021|Valdeorras|Viña Somoza|Godello|Godello|37.9|4.0|3.0|1.15||222|4.0|w|1|Galicia
Autòcton Celler Gran Autòcton Blanc 2020|Gran Autòcton Blanc|2020|Penedès|Autòcton Celler|White|Xarel-lo, Malvasía|17.2|3.0|3.0|1.0||221|4.0|w|2|Catalunya
Faustino Rivero Ulecia Albariño 2023|Albariño|2023|Rías Baixas|Faustino Rivero Ulecia|Albariño|Albariño|14.95|3.619757|1.6243688|1.5814396||11827|4.0|w|1|Galicia
El Castilla Viura - Chardonnay 2022|Viura - Chardonnay|2022|La Mancha|El Castilla|White|Viura, Chardonnay|8.95|2.8317347|3.257823|2.123027||2140|4.0|w|2|Castilla La Mancha
Clos Pons Roc de Foc 2014|Roc de Foc|2014|Costers del Segre|Clos Pons|White|Macabeo|21.7|3.0|3.0|1.0||216|4.0|w|1|Catalunya
Emilio Moro El Zarzal Godello 2022|El Zarzal Godello|2022|Bierzo|Emilio Moro|White|Godello|14.75|3.058942|3.065353|1.1261965||3471|4.0|w|1|Castilla y Leon
Bodega la Tapada - Guitian Sobre Lías Godello 2021|Sobre Lías Godello|2021|Valdeorras|Bodega la Tapada - Guitian|Godello|Godello|18.76|4.0|3.0|1.0||2269|3.8|w|1|Galicia
Valdecuevas Sauvignon Blanc 2023|Sauvignon Blanc|2023|Rueda|Valdecuevas|Sauvignon Blanc|Sauvignon Blanc|7.99|4.032785|2.62|1.229367||210|4.0|w|1|Castilla y Leon
Cota 45 UBE de Ubérrima  Miraflores 2022|UBE de Ubérrima  Miraflores|2022|Sanlúcar de Barrameda|Cota 45|White|Palomino|20.7|3.3746636|3.0265918|1.0190134||1971|4.0|w|1|Andalucia
Tayaimgut Per Si Sol Sauvignon Blanc 2020|Per Si Sol Sauvignon Blanc|2020|Penedès|Tayaimgut|Sauvignon Blanc|Sauvignon Blanc|18.14|4.1314416|2.8450449|1.1801802||210|4.0|w|1|Catalunya
Dominio do Bibei Lalume 2019|Lalume|2019|Ribeiro|Dominio do Bibei|White|Treixadura|17.25|3.1563942|3.241813|1.225259||2285|4.1|w|1|Galicia
Barco del Corneta Verdejo 2018|Verdejo|2018|Castilla y León|Barco del Corneta|Verdejo|Verdejo|18.5|3.296799|2.513005|2.309296||1461|3.9|w|1|Castilla y Leon
Baluarte Muscat 2022|Muscat|2022|Navarra|Baluarte|White|Muscat|6.9|2.8872619|3.2795236|2.082262||4390|4.2|w|1|Navarra
Dominio do Bibei Lalume 2020|Lalume|2020|Ribeiro|Dominio do Bibei|White|Treixadura|18.0|3.1563942|3.241813|1.225259||2285|4.1|w|1|Galicia
Gramona Pinoteamo 2018|Pinoteamo|2018|Penedès|Gramona|White|Pinot Noir, Pinot Gris, Pinot Blanc|17.9|3.0|3.0|1.0||196|4.0|w|3|Catalunya
Gramona Pinoteamo 2017|Pinoteamo|2017|Penedès|Gramona|White|Pinot Noir, Pinot Gris, Pinot Blanc|16.85|3.0|3.0|1.0||196|4.0|w|3|Catalunya
Bodega Otazu Otazu Chardonnay 2022|Otazu Chardonnay|2022|Otazu|Bodega Otazu|Chardonnay|Chardonnay|10.95|3.3004045|3.0724165|1.2978936||3419|3.8|w|1|Navarra
Aseginolaza & Leunda Txuria 2023|Txuria|2023|Navarra|Aseginolaza & Leunda|White|Viura|14.5|3.28|2.78|1.0||192|4.0|w|1|Navarra
Telmo Rodriguez Gaba do Xil Blanco O Barreiro 2022|Gaba do Xil Blanco O Barreiro|2022|Valdeorras|Telmo Rodriguez|Godello|Godello|14.34|3.9931371|3.0843139|1.9721569||7406|3.8|w|1|Galicia
Fefiñanes 1583 Albariño de Fefiñanes 2022|1583 Albariño de Fefiñanes|2022|Rías Baixas|Fefiñanes|Albariño|Albariño|26.05|3.6848035|1.8177079|1.4680659||3092|4.0|w|1|Galicia
Agro de Bazán Granbazán Albariño Etiqueta Ámbar 2022|Granbazán Albariño Etiqueta Ámbar|2022|Rías Baixas|Agro de Bazán|Albariño|Albariño|16.8|3.6465576|1.7307068|1.6101611||8092|4.0|w|1|Galicia
Ossian Quintaluna 2021|Quintaluna|2021|Castilla y León|Ossian|Verdejo|Verdejo|14.65|3.2920673|2.4892826|2.1935153||6149|3.8|w|1|Castilla y Leon
Bodega Contador (Benjamín Romeo) Predicador Blanco 2018|Predicador Blanco|2018|Rioja|Bodega Contador (Benjamín Romeo)|Rioja White|Viura|22.9|3.230533|4.3153234|1.9922636||2521|3.9|w|1|La Rioja
Oriol Rossell Les Cerveres 2021|Les Cerveres|2021|Penedès|Oriol Rossell|White|Xarel-lo|22.9|3.0|3.0|1.245||184|4.0|w|1|Catalunya
Oriol Rossell Les Cerveres 2022|Les Cerveres|2022|Penedès|Oriol Rossell|White|Xarel-lo|21.38|3.0|3.0|1.245||184|4.0|w|1|Catalunya
D. Mateos La Mateo Tempranillo Blanco 2021|La Mateo Tempranillo Blanco|2021|Rioja|D. Mateos|Rioja White|Viura|20.5|3.2992706|4.105061|1.9001532||2123|4.0|w|1|La Rioja
Sedella Vidueños De Sedella Blanco De Guarda 2021|Vidueños De Sedella Blanco De Guarda|2021|Sierras de Málaga|Sedella|White|Moscatel|21.0|2.875|3.1|1.0||180|4.0|w|1|Andalucia
Dominio do Bibei Refu 2017|Refu|2017|Ribeiro|Dominio do Bibei|White|Treixadura|10.82|3.2763045|3.1818116|1.624855||180|4.0|w|1|Galicia
Dominio do Bibei Refu 2020|Refu|2020|Ribeiro|Dominio do Bibei|White|Treixadura|13.0|3.2763045|3.1818116|1.624855||180|4.0|w|1|Galicia
La Furtiva Vi de Vila Bianco 2023|Vi de Vila Bianco|2023|Catalunya|La Furtiva|White|Garnacha Blanca, Macabeu, Parellada|14.65|3.1200001|2.8860002|1.924||180|4.0|w|3|Catalunya
Belondrade Quinta Apolonia 2022|Quinta Apolonia|2022|Castilla y León|Belondrade|Verdejo|Verdejo|19.9|3.1825554|2.4959083|2.399638||5916|4.0|w|1|Castilla y Leon
Arché Pagès Ull de Serp Finca La Closa - Macabeu 2022|Ull de Serp Finca La Closa - Macabeu|2022|Empordà|Arché Pagès|White|Macabeo|22.9|3.0|3.0|1.0||179|4.0|w|1|Catalunya
Marqués de Riscal Finca Montico Gran Vino de Rueda 2022|Finca Montico Gran Vino de Rueda|2022|Rueda|Marqués de Riscal|Verdejo|Verdejo|14.9|3.4521286|2.3145068|2.2481763||3297|3.8|w|1|Castilla y Leon
Menade La Misión 2016|La Misión|2016|Castilla y León|Menade|Verdejo|Verdejo|26.9|3.0848894|2.4909205|2.241841||1152|4.1|w|1|Castilla y Leon
Protos Verdejo Reserva 2019|Verdejo Reserva|2019|Rueda|Protos|Verdejo|Verdejo|19.85|3.0939083|2.6399164|2.1866899||545|3.9|w|1|Castilla y Leon
Rezabal Rezabal Txakoli 2023|Rezabal Txakoli|2023|Getariako Txakolina|Rezabal|Txakoli|Petit Manseng, Petit Courbu, Folle Blanche, Hondarrabi Zuri, Gros Manseng, Hondarrabi Beltza|10.85|4.926275|2.9397268|1.1176744||3929|4.0|w|6|Pais Vasco
Bodegas Virgen de Galir Regueirón 2022|Regueirón|2022|Valdeorras|Bodegas Virgen de Galir|Godello|Godello|35.9|4.0|3.0|1.145||171|4.0|w|1|Galicia
La Quinta Marchamalo Godello 2023|Marchamalo Godello|2023|Monterrei|La Quinta|Godello|Godello|19.01|4.0|3.0|1.0||169|4.0|w|1|Galicia
Casa de Outeiro Godello 2022|Godello|2022|Ribeira Sacra|Casa de Outeiro|Godello|Godello|12.7|4.0|3.0|1.0||169|4.0|w|1|Galicia
La Vicalanda Tempranillo Blanco 2022|Tempranillo Blanco|2022|Rioja|La Vicalanda|Rioja White|Viura|18.25|3.1071064|3.434264|1.6481218||168|4.0|w|1|La Rioja
El Celler d’en Marc Lalut Blanc de Noir 2022|Lalut Blanc de Noir|2022|Empordà|El Celler d’en Marc|White|Cabernet Sauvignon|10.54|2.7810204|3.3965304|1.0||167|4.0|w|1|Catalunya
Bodega de Bardos Rueda Verdejo 2023|Rueda Verdejo|2023|Rueda|Bodega de Bardos|Verdejo|Verdejo|7.1|3.410706|2.4145687|2.216609||4607|4.0|w|1|Castilla y Leon
Mas de les Pereres Nunci Blanc 2016|Nunci Blanc|2016|Priorat|Mas de les Pereres|White|Garnacha Blanca, Macabeo|26.95|2.5487912|3.3169231|1.316923||164|4.0|w|2|Catalunya
Mixtura MIX Blanco 2020|MIX Blanco|2020|Galicia|Mixtura|White|Treixadura, Albariño|20.9|3.0|3.0|1.1957692||162|4.0|w|2|Galicia
Pago Finca Élez Chardonnay Lías 2022|Chardonnay Lías|2022|Finca Élez|Pago Finca Élez|Chardonnay|Chardonnay|12.9|3.293168|2.980099|1.3485148||161|4.0|w|1|Castilla La Mancha
Palacio de Bornos La Caprichosa Verdejo 2022|La Caprichosa Verdejo|2022|Rueda|Palacio de Bornos|Verdejo|Verdejo|8.1|3.3909583|2.561405|2.302748||2376|4.0|w|1|Castilla y Leon
Raúl Pérez Ultreia Godello 2021|Ultreia Godello|2021|Bierzo|Raúl Pérez|White|Godello|15.95|3.185511|3.2470026|1.142279||2994|4.0|w|1|Castilla y Leon
Rueda Perez Jose Galo Verdejo 2022|Jose Galo Verdejo|2022|Rueda|Rueda Perez|Verdejo|Verdejo|4.55|3.3387198|2.2024655|2.4296048||2019|3.9|w|1|Castilla y Leon
Javier Sanz Viticultor Sauvignon Blanc 2022|Sauvignon Blanc|2022|Rueda|Javier Sanz Viticultor|Sauvignon Blanc|Sauvignon Blanc|10.5|3.8544245|3.0848489|1.2869244||1720|4.0|w|1|Castilla y Leon
Tampesta Neko Godello 2023|Neko Godello|2023|Tierra de León|Tampesta|White|Godello|9.8|3.46|3.5281982|1.58||155|4.0|w|1|Castilla y Leon
La Caña Albarino 2022|Albarino|2022|Rías Baixas|La Caña|Albariño|Albariño|20.1|3.6686509|1.3943685|1.4693129||9123|3.9|w|1|Galicia
Adega Ponte da Boga Blanco Lexítimo 2022|Blanco Lexítimo|2022|Ribeira Sacra|Adega Ponte da Boga|White|Lexítimo|21.2|3.0|3.0|1.0||150|4.0|w|1|Galicia
Antonio Montero Autor 2021|Autor|2021|Ourense|Antonio Montero|White|Treixadura, Torrontes, Loureira, Albariño|9.3|3.1813333|3.3539164|1.015||1349|4.0|w|4|Galicia
Adega Ponte da Boga Godello 2021|Godello|2021|Ribeira Sacra|Adega Ponte da Boga|Godello|Godello|12.2|3.812353|3.125|1.4894117||1051|3.8|w|1|Galicia
Baron de Ley Tres Viñas Blanco Reserva 2020|Tres Viñas Blanco Reserva|2020|Rioja|Baron de Ley|Rioja White|Viura|13.9|3.2138474|4.401555|1.9278357||3510|4.1|w|1|La Rioja
Alonso & Pedrajo La Pequeñita Blanco Macerado 2019|La Pequeñita Blanco Macerado|2019|Rioja|Alonso & Pedrajo|Rioja White|Viura|27.5|3.401497|4.474312|1.4683832||144|4.0|w|1|La Rioja
Artuke Trascuevas 2022|Trascuevas|2022|Rioja|Artuke|Rioja White|Viura|27.2|3.633205|4.4939313|1.5696152||143|4.0|w|1|La Rioja
A Coroa Lias Godello 2019|Lias Godello|2019|Valdeorras|A Coroa|Godello|Godello|24.7|3.921212|3.1615152|1.1181818||639|4.1|w|1|Galicia
Bodegas Mas Alta Els Pics Blanc 2022|Els Pics Blanc|2022|Priorat|Bodegas Mas Alta|Grenache Blanc|Grenache Blanc|21.45|3.0|3.0|2.0||142|4.0|w|1|Catalunya
Itsasmendi 7 2020|7|2020|País Vasco|Itsasmendi|White|Hondarrabi zurie zerratie, Hondarrabi zuri, Riesling|14.9|3.5658402|3.230165|1.529201||2324|3.9|w|3|Pais Vasco
Conreria d'Scala Dei Les Brugueres Blanc 2022|Les Brugueres Blanc|2022|Priorat|Conreria d'Scala Dei|Grenache Blanc|Grenache Blanc|17.99|3.2567701|3.1954916|2.216801||3334|4.1|w|1|Catalunya
Juan Gil Blanco 2022|Blanco|2022|Jumilla|Juan Gil|White|Moscatel|7.5|3.3145952|3.329381|1.906357||1027|4.1|w|1|Castilla La Mancha
Muchada-Léclapart Ètoile 2022|Ètoile|2022|Cádiz|Muchada-Léclapart|White|Palomino|41.75|3.1266668|3.0|1.0||136|4.0|w|1|Andalucia
La Val Finca Arantei Single Vineyard Albariño 2021|Finca Arantei Single Vineyard Albariño|2021|Rías Baixas|La Val|Albariño|Albariño|17.85|3.6626618|1.5880455|1.5731175||1105|3.9|w|1|Galicia
Bodegas Valdelana Blanco Semidulce 2023|Blanco Semidulce|2023|Rioja|Bodegas Valdelana|Rioja White|Viura|7.15|3.0973043|3.5225217|2.727913||133|4.0|w|1|La Rioja
Bodegas Valdelana Blanco Semidulce 2022|Blanco Semidulce|2022|Rioja|Bodegas Valdelana|Rioja White|Viura|7.3|3.0973043|3.5225217|2.727913||133|4.0|w|1|La Rioja
Olga Albariño 2022|Albariño|2022|Rías Baixas|Olga|Albariño|Albariño|13.75|3.288524|2.2528095|2.1330953||128|4.0|w|1|Galicia
Finca Montote Sauvignon Blanc 2019|Sauvignon Blanc|2019|Rioja|Finca Montote|Sauvignon Blanc|Sauvignon Blanc|9.99|2.9272728|4.5|1.5||125|4.0|w|1|La Rioja
Bruno Murciano Las Blancas 2022|Las Blancas|2022|Utiel-Requena|Bruno Murciano|White|Malvasia, Macabeo, Moscatel, Meseguera|10.9|3.5377483|3.3022518|1.2107947||1331|4.0|w|4|Valencia
Huguet de Can Feixes Blanc Selecció 2022|Blanc Selecció|2022|Penedès|Huguet de Can Feixes|White|Parellada, Macabeo, Chardonnay, Malvasia, Xarel-lo|9.65|3.2898962|3.5001729|1.3522491||3025|3.9|w|5|Catalunya
Bodegas Martín Códax Mara Moura Godello 2021|Mara Moura Godello|2021|Pontevedra|Bodegas Martín Códax|Godello|Godello|13.75|4.0|3.0|1.082353||1095|3.9|w|1|Galicia
Vinyes Singulars Doble Plaer 2019|Doble Plaer|2019|Catalunya|Vinyes Singulars|White|Parellada, Malvasía|21.6|3.1333332|2.825|1.0||120|4.0|w|2|Catalunya
Vinyes Singulars Doble Plaer 2021|Doble Plaer|2021|Catalunya|Vinyes Singulars|White|Parellada, Malvasía|17.06|3.1333332|2.825|1.0||120|4.0|w|2|Catalunya
Astobiza Malkoa Single Vineyard Ondarrabi Zuri 2017|Malkoa Single Vineyard Ondarrabi Zuri|2017|Arabako Txakolina|Astobiza|Txakoli|Petit Manseng, Petit Courbu, Folle Blanche, Hondarrabi Zuri, Gros Manseng, Hondarrabi Beltza|30.45|4.833454|2.9966426|1.5567875||574|3.9|w|6|Pais Vasco
Barbadillo Patinegro 2020|Patinegro|2020|Cádiz|Barbadillo|White|Palomino|14.4|3.22|3.4933333|1.1366667||114|4.0|w|1|Andalucia
Viña Meín O Pequeno Mein 2021|O Pequeno Mein|2021|Ribeiro|Viña Meín|White|Treixadura, Godello, Albariño, Loureira, Torrontes, Lado|15.9|3.3404403|3.0|1.1176101||642|3.8|w|6|Galicia
Flequi Berruti Le Fleq 2022|Le Fleq|2022|Cádiz|Flequi Berruti|White|Palomino|18.6|3.0|3.0|1.0||108|4.0|w|1|Andalucia
Bodegas Val de Souto Blanco 2023|Blanco|2023|Ribeiro|Bodegas Val de Souto|White|Treixadura|10.1|3.0|3.0|1.0||107|4.0|w|1|Galicia
Viña Nora Nora da Neve 2019|Nora da Neve|2019|Rías Baixas|Viña Nora|Albariño|Albariño|21.15|3.4832296|2.1963105|1.7540241||2086|4.1|w|1|Galicia
Can Matons Sant Fost de Campsentelles 2021|Sant Fost de Campsentelles|2021|Alella|Can Matons|White|Pansa Blanca|17.67|3.0|3.0|2.3333333||104|4.0|w|1|Catalunya
Viña d'Mateo Massimo Selección Godello 2023|Massimo Selección Godello|2023|Ribeira Sacra|Viña d'Mateo|Godello|Godello|13.0|4.0|3.0|1.0||102|4.0|w|1|Galicia
Sierra Cantabria Organza 2020|Organza|2020|Rioja|Sierra Cantabria|Rioja White|Viura|23.5|3.267288|4.2086244|1.9421598||1315|3.9|w|1|La Rioja
Telmo Rodriguez Molino Real Mountain Blanco 2018|Molino Real Mountain Blanco|2018|Sierras de Málaga|Telmo Rodriguez|White|Moscatel|16.5|3.1991427|2.9314287|1.141143||1634|3.9|w|1|Andalucia
Castell del Remei ODA Blanc 2021|ODA Blanc|2021|Costers del Segre|Castell del Remei|White|Chardonnay, Macabeo|10.55|2.992811|3.0431335|1.5051613||2091|3.9|w|2|Catalunya
Familia Torres Fransola 2019|Fransola|2019|Penedès|Familia Torres|Sauvignon Blanc|Sauvignon Blanc|49.38|3.9148898|3.0304458|1.3263305||3519|4.0|w|1|Catalunya
Clos Ibai Garnacha Blanca 2020|Garnacha Blanca|2020|Rioja Alavesa|Clos Ibai|Rioja White|Viura|12.9|2.9938028|4.0849295|2.0511267||98|4.0|w|1|Pais Vasco
Paco & Lola No. 12 Albariño 2022|No. 12 Albariño|2022|Rías Baixas|Paco & Lola|Albariño|Albariño|12.99|3.5197368|1.9044801|2.2677598||2815|4.0|w|1|Galicia
Raimat El Niu de la Cigonya 2020|El Niu de la Cigonya|2020|Costers del Segre|Raimat|White|Xarel-lo, Albariño, Chardonnay|11.5|3.052264|3.4807546|1.7392453||407|4.0|w|3|Catalunya
De Blas Serrano Albillo Mayor 2019|Albillo Mayor|2019|Ribera del Duero|De Blas Serrano|White|Abillo Mayor|35.0|3.0|3.0|1.0||97|4.0|w|1|Castilla y Leon
José Pariente Sauvignon Blanc 2023|Sauvignon Blanc|2023|Rueda|José Pariente|Sauvignon Blanc|Sauvignon Blanc|10.15|3.961714|2.9768121|1.4748173||9011|4.0|w|1|Castilla y Leon
Viña Somoza Ededia Godello 2020|Ededia Godello|2020|Valdeorras|Viña Somoza|Godello|Godello|35.89|4.0|3.0|1.15||222|4.0|w|1|Galicia
Bodegas Virgen de Galir Pagos del Galir Godello 2023|Pagos del Galir Godello|2023|Valdeorras|Bodegas Virgen de Galir|Godello|Godello|14.5|4.0|3.0|1.0||4422|3.7|w|1|Galicia
Toro Albalá Miut El Jabonero 2021|Miut El Jabonero|2021|Montilla-Moriles|Toro Albalá|White|Pedro Ximénez|49.0|3.1233332|3.2791305|1.0811594||93|4.0|w|1|Andalucia
Pazo do Mar Torre do Olivar Expresion 2022|Torre do Olivar Expresion|2022|Ribeiro|Pazo do Mar|White|Treixadura|9.65|3.0|3.0|1.9473684||92|4.0|w|1|Galicia
Raúl Pérez Ultreia La Claudina 2018|Ultreia La Claudina|2018|Bierzo|Raúl Pérez|White|Godello|39.91|3.7525|3.6024997|1.1||569|4.1|w|1|Castilla y Leon
Pazo do Mar Torre do Olivar Expresion 2023|Torre do Olivar Expresion|2023|Ribeiro|Pazo do Mar|White|Treixadura|10.5|3.0|3.0|1.9473684||92|4.0|w|1|Galicia
Fillaboa Selección Finca Monte Alto 2018|Selección Finca Monte Alto|2018|Rías Baixas|Fillaboa|Albariño|Albariño|26.9|3.6257849|1.9399153|1.7809758||981|4.0|w|1|Galicia
Vega Real Finca El Empecinado Verdejo 2022|Finca El Empecinado Verdejo|2022|Rueda|Vega Real|Verdejo|Verdejo|6.05|3.0555673|2.7663918|2.7173197||186|4.0|w|1|Castilla y Leon
Vinsnus SiurAlta Orange 2022|SiurAlta Orange|2022|Montsant|Vinsnus|White|Trepat, Cabernet Sauvignon|14.91|3.1679375|3.0|1.06375||945|3.8|w|2|Catalunya
Palacio de Bornos Sauvignon Blanc 2022|Sauvignon Blanc|2022|Rueda|Palacio de Bornos|Sauvignon Blanc|Sauvignon Blanc|7.56|3.9572294|3.0118625|1.3814203||1623|3.7|w|1|Castilla y Leon
Santiago Ruiz Rosa Ruiz Albariño 2021|Rosa Ruiz Albariño|2021|Rías Baixas|Santiago Ruiz|Albariño|Albariño|21.2|3.6164196|1.9995027|1.9424232||679|4.0|w|1|Galicia
San Clodio Ribeiro 2022|Ribeiro|2022|Ribeiro|San Clodio|White|Treixadura, Godello, Loureira, Albariño|12.26|3.3140843|3.0723944|1.0059155||1295|3.9|w|4|Galicia
Suertes del Marqués Trenzado 2022|Trenzado|2022|Valle de la Orotava|Suertes del Marqués|White|Listan Blanco, Pedro Ximénez, Vidueño|23.2|4.448549|2.169579|1.8752257||3476|3.9|w|3|Canarias
Do Ferreiro (Bodegas Gerardo Mendez) Albariño Do Ferreiro Lourido 2020|Albariño Do Ferreiro Lourido|2020|Rías Baixas|Do Ferreiro (Bodegas Gerardo Mendez)|Albariño|Albariño|20.4|3.619114|1.9018353|1.6273417||86|4.0|w|1|Galicia
Do Ferreiro (Bodegas Gerardo Mendez) Albariño Do Ferreiro Lourido 2022|Albariño Do Ferreiro Lourido|2022|Rías Baixas|Do Ferreiro (Bodegas Gerardo Mendez)|Albariño|Albariño|30.5|3.619114|1.9018353|1.6273417||86|4.0|w|1|Galicia
Mas Llunes Nivia 2022|Nivia|2022|Empordà|Mas Llunes|White|Garnacha Blanca, Macabeo|11.94|3.0|3.0|1.0||845|3.9|w|2|Catalunya
Bodega Sommos Colección Garnacha Blanca 2022|Colección Garnacha Blanca|2022|Somontano|Bodega Sommos|White|Garnacha Blanca|12.8|3.2925375|3.1094031|1.417015||83|4.0|w|1|Aragon
Bodegas Félix Lorenzo Cachazo Caballero de Olmedo Verdejo Fermentado y Criado en Barrica 2022|Caballero de Olmedo Verdejo Fermentado y Criado en Barrica|2022|Rueda|Bodegas Félix Lorenzo Cachazo|Verdejo|Verdejo|12.9|3.3733437|2.3167813|2.4610314||600|4.1|w|1|Castilla y Leon
Oriol Artigas La Bella 2019|La Bella|2019|Barcelona|Oriol Artigas|White|Pansa Blanca|24.85|3.0|3.0|1.0||316|4.0|w|1|Catalunya
Javier Sanz Viticultor Verdejo 2023|Verdejo|2023|Rueda|Javier Sanz Viticultor|Verdejo|Verdejo|9.95|3.3251917|2.2984493|2.2311862||4332|3.9|w|1|Castilla y Leon
Bodega Emina Fermentado en Barrica Verdejo 2018|Fermentado en Barrica Verdejo|2018|Rueda|Bodega Emina|Verdejo|Verdejo|19.5|3.282967|3.2071428|2.5041208||81|4.0|w|1|Castilla y Leon
Mocen Selección Especial Verdejo 2023|Selección Especial Verdejo|2023|Rueda|Mocen|Verdejo|Verdejo|6.75|3.245716|2.1595163|2.2500198||3879|3.8|w|1|Castilla y Leon
El Grifo Malvasia Seco Colección 2023|Malvasia Seco Colección|2023|Lanzarote|El Grifo|White|Malvasía|17.9|4.443215|2.262984|1.6189964||4426|4.0|w|1|Canarias
La Val Finca Arantei Single Vineyard Albariño 2022|Finca Arantei Single Vineyard Albariño|2022|Rías Baixas|La Val|Albariño|Albariño|17.85|3.6626618|1.5880455|1.5731175||1105|3.9|w|1|Galicia
Viñas del Vero Clarión Seleccion Somontano 2018|Clarión Seleccion Somontano|2018|Somontano|Viñas del Vero|White|Gewürztraminer, Chardonnay|19.1|3.1415505|3.6896124|1.4668218||1184|3.9|w|2|Aragon
Pazo Señorans Albariño 2023|Albariño|2023|Rías Baixas|Pazo Señorans|Albariño|Albariño|15.67|3.6603549|1.6355016|1.4974235||10361|3.9|w|1|Galicia
Marola & Mass Blanco 2023|Blanco|2023|Rías Baixas|Marola & Mass|Albariño|Albariño|11.9|3.7283201|1.676|1.552||78|4.0|w|1|Galicia
Marola & Mass Blanco 2022|Blanco|2022|Rías Baixas|Marola & Mass|Albariño|Albariño|11.9|3.7283201|1.676|1.552||78|4.0|w|1|Galicia
Raul Moreno Destellos 2022|Destellos|2022|Cádiz|Raul Moreno|White|Palomino, Arinto|22.5|3.381356|2.5994914|1.699661||77|4.0|w|2|Andalucia
Clos Pons Sisquella 2018|Sisquella|2018|Costers del Segre|Clos Pons|White|Garnacha Blanca, Albariño|12.4|3.0971053|3.0175438|1.3005264||1510|3.8|w|2|Catalunya
Attis Sitta Doliola 2018|Sitta Doliola|2018|Rías Baixas|Attis|Albariño|Albariño|38.7|3.0584738|2.4706023|1.5216064||77|4.0|w|1|Galicia
Raventos d'Alella 9 Tina Nou Blanco 2021|9 Tina Nou Blanco|2021|Alella|Raventos d'Alella|White|Pansa Blanca|10.75|3.0|3.0|1.0||609|3.9|w|1|Catalunya
El Codonal Codonal Vinum Nobile 2012|Codonal Vinum Nobile|2012|Castilla y León|El Codonal|Verdejo|Verdejo|21.5|3.0|2.0700002|2.7005882||75|4.0|w|1|Castilla y Leon
Bodega Contador (Benjamín Romeo) Predicador Blanco 2019|Predicador Blanco|2019|Rioja|Bodega Contador (Benjamín Romeo)|Rioja White|Viura|27.4|3.230533|4.3153234|1.9922636||2521|3.9|w|1|La Rioja
Santa Catarina 'Nguany Blanco 2021|'Nguany Blanco|2021|Mallorca|Santa Catarina|White|Giró Ros, Viognier|12.6|3.0|3.0|1.0||73|4.0|w|2|Baleares
Santa Catarina 'Nguany Blanco 2023|'Nguany Blanco|2023|Mallorca|Santa Catarina|White|Giró Ros, Viognier|11.95|3.0|3.0|1.0||73|4.0|w|2|Baleares
Veronica Ortega Tormenta 2022|Tormenta|2022|Bierzo|Veronica Ortega|White|Godello|38.0|3.0|3.0|1.0||72|4.0|w|1|Castilla y Leon
Hika Blanco 2020|Blanco|2020|Getariako Txakolina|Hika|White|Chardonnay, Hondarribi Zuri, Petit Corbu|19.99|3.3|3.0|1.5133334||755|3.8|w|3|Pais Vasco
Nanclares y Prieto Nanclares Albariño 2021|Nanclares Albariño|2021|Rías Baixas|Nanclares y Prieto|Albariño|Albariño|23.75|3.8076134|1.8284185|1.5623509||833|4.0|w|1|Galicia
Alonso & Pedrajo Nauda Blanco 2022|Nauda Blanco|2022|Rioja|Alonso & Pedrajo|Rioja White|Viura|16.8|3.3703704|4.501111|1.9296294||71|4.0|w|1|La Rioja
Rippa Dorii Verdejo 2023|Verdejo|2023|Rueda|Rippa Dorii|Verdejo|Verdejo|6.95|3.3592076|2.263698|2.011981||642|4.0|w|1|Castilla y Leon
